MovieID	CategoryGross	Storyline
775	6	Wendell Rohr is a torts lawyer taking on the gun lobby. Rankin Fitch is the jury consultant for the Defendants and between them the battle is for the hearts and minds of the jury. But there is someone on the inside. Nicholas Easter is a juror with a girlfriend, Marlee, on the outside. they have a past ..... and their own agenda. 
776	5	Matt Whitlock, the police chief of Banyan Key a small town near Florida, is separated from his wife, Alex, a police detective based in Florida. Matt's been having an affair with Ann Merai Harrison, a woman who's separated from her husband Chris and who says that she has cancer. When her doctor tells her of a new treatment that's expensive, Matt gives her the nearly half a million dollars that he seized from some drug dealers. When she turns up dead evidence points to Whitlock. He tries to figure out what's going on but apparently it appears he's been set up. So he has to try and find the money especially now that the Feds are asking for it before the evidence exposes him. 
777	2	Based on a true story, this is about the Irish journalist Veronica Guerin (Cate Blanchett), a reporter for The Sunday Independent, who exposed some of Dublin's most powerful crime barons and drug lords in 1996. But later that year she was gunned down by assasins hired by the same criminal drug lords she exposed. 
778	2	In a very poor zone of New York, April Burns and her boyfriend, the Afro-American Bobby, are preparing to receive April's family for thanksgiving dinner. While Bobby tries to borrow a suit for himself, April realizes that her stove is broken. She tries desperately to find a neighbor that can let her cook the turkey, since she does not want to fail (again) with her family. Meanwhile, in a suburb of Pennsylvania, her dysfunctional family is preparing to travel to New York. While driving, the relationship between the Burns and their black-sheep April is disclosed through the conversations between her father Jim, her resented mother Joy, her brother, her sister and her grandmother. 
779	8	Renowned adventurer Allan Quatermain leads a team of extraordinary figures with legendary powers to battle the technological terror of a madman known as "The Fantom." This "League" comprises seafarer/inventor Captain Nemo, vampiress Mina Harker, an invisible man named Rodney Skinner, American secret service agent Tom Sawyer, the ageless and invincible Dorian Gray, and the dangerous split personality of Dr. Jekyll/Mr. Hyde. 
780	6	"But if you forget to come back for Madame Zeroni, you and your family will be cursed for always and eternity." Those were the exact words spoken to young Elya Yelnats the day he forgot to repay the gypsy Madame Zeroni. From then on his family was cursed with bad luck. One hundred years later Stanley Yelnats IV is accused of stealing a pair of cleats from a major league baseball player and sent to Camp Green Lake (a dry lake bed in the middle of the desert). It never rains at Camp Green Lake, it hasn't for one hundred years. The secretive and mysterious Warden has each inmate spend every day digging one hole to "build character." But when an artifact from the famous "Kissin' Kate" Barlow is found in a hole, the Warden forces the boys to work double time leading Stanley to deduce they're digging because the Warden is looking for something. But what? And how is the mystery of Camp Green Lake connected to Stanley's family curse? 
781	6	In April 1805 during the Napoleonic Wars, the H.M.S. Surprise, a British frigate, is under the command of Captain Jack Aubrey. Aubrey and the Surprise's current orders are to track and capture or destroy a French privateer named Acheron. The Acheron is currently in the Atlantic off South America headed toward the Pacific in order to extend Napoleon's reach of the wars. This task will be a difficult one as Aubrey quickly learns in an initial battle with the Acheron that it is a bigger and faster ship than the Surprise, which puts the Surprise at a disadvantage. Aubrey's single-mindedness in this seemingly impossible pursuit puts him at odds with the Surprise's doctor and naturalist, Stephen Maturin, who is also Aubrey's most trusted advisor on board and closest friend. Facing other internal obstacles which have resulted in what they consider a string of bad luck, Aubrey ultimately uses Maturin's... 
782	2	Wealth can't spare three male generations of the dysfunctional Jewish New York Gromberg family grief or grim reality. However successful in life, Alex never felt pleasing pride or proper parental support from perky patriarch Mitchell, who sarcastically still implies his values and priorities on everything, tolerated from their women's sake. Alex starts despairing his modern permissiveness may ruin his own bright firstborn, college-boy Asher, unlike adoring kid-brother Eli. A dorm-drug-bust pushes things to the limit- or beyond? 
783	5	What Jake Vig doesn't know just might get him killed. A sharp and polished grifter, Jake has just swindled thousands of dollars from the unsuspecting Lionel Dolby with the help of his crew: Insideman Gordo, Shills Miles, and Big Al--and two corrupt LAPD officers, Lloyd Whitworth and Omar Manzano. But when both Lionel and Big Al turn up dead, it becomes clear that Lionel wasn't just any mark--as Jake soon learns, he was an accountant for eccentric crime boss Winston King. Never one to shy away from a challenge, Jake offers to repay The King by pulling off the biggest con of his career. The mark? Morgan Price, a banker with deep ties to organized crime. With so much riding on the outcome, Jake decides to bring in a brash, blonde pickpocket named Lily, who joins the crew in a complex scheme involving corporate loans, creative accounting, wire transfers and off-shore accounts. Jake and his crew... 
784	2	This is the story of Willard Stiles who is a social misfit taking care of his ill and fragile but verbally abusive mother Henrietta in a musty old mansion that is also home to a colony of rats. Willard then finds himself constantly humiliated in front of his co-workers and is eventually fired by his cruel and uncaring boss, Mr. Frank Martin, a vicious man whose professional interest in Willard extends to a personal financial one. 
785	3	When folk icon Irving Steinbloom passed away, he left behind a legacy of music and a family of performers he has shepherded to folk stardom. To celebrate a life spent submerged in folk, Irving's loving son Jonathan has decided to put together a memorial concert featuring some of Steinbloom's best-loved musicians. There's Mitch and Mickey, who were the epitome of young love until their partnership was torn apart by heartbreak; classic troubadours The Folksmen, whose records were endlessly entertaining for anyone able to punch a hole in the center to play them; and The New Main Street Singers, the most meticulously color-coordinated neuftet ever to hit an amusement park. Now for one night only in New York City's Town Hall, these three groups will reunite and gather together to celebrate the music that almost made them famous. 
786	6	Strangers from all different walks of life: a limo driver escorting a fading television star, parents with a young son whose marriage is in crisis, a cop transporting a dangerous convict, a beautiful call girl, a couple of young newlyweds, and a nervous motel manager are caught up in a severe rainstorm, stuck at a motel in desolate Nevada. Soon they realize they may be at the motel for another reason when one by one, people start getting killed off. As tensions flare and fingers are pointed, they have to get to the bottom of why they're there. Meanwhile in an undisclosed location, a psychiatrist is trying to prove the innocence of a man accused of murder in an eleventh hour trial. How these two through-lines are related can only be found in Identity. 
787	5	Clear Rivers has been living life in a mental hospital after the bizarre events that lead to the deaths of her friends. One day, she is approached by a girl named Kimberly who believes she had a premonition similar to her friend Alex who died . Clear has to either risk her life helping others, or stay inside the hospital the rest of her life waiting for her death to come. What will she do? 
788	4	An homage to the early 1960s sex comedies that starred Rock Hudson and Doris Day. The story follows a best-selling female advice author who has all the answers until a sly journalist playboy starts asking the questions. 
789	1	While visiting an art museum, a nerdy college student named Adam meets an iconoclastic artist named Evelyn and is instantly smitten. As their relationship develops, she gradually encourages Adam to change in various ways that surprise his older friends, Jenny and Philip. However, as events progress, Evelyn's antics become darker and darker as her influence begins to twist Adam and his friends in hurtful ways. 
790	4	The Human Stain is the story of Coleman Silk (Hopkins), a classics professor with a terrible secret that is about to shatter his life in a small New England town. When his affair with a young troubled janitor (Kidman) is uncovered, the secret Silk had harbored for over fifty years from his wife, his children and colleague, writer Nathan Zuckerman, fast explodes in a conflagration of devastating consequences. It is Zuckerman who stumbles upon Silk's secret and sets out to reconstruct the unknown biography of this eminent, upright man, esteemed as an educator for nearly all his life, and to understand how this ingeniously contrived life came unraveled. 
791	5	"Bad Santa" is the story of two conmen who go on a road trip to malls dressed as Santa and his elf. Rather than spreading good cheer, the duo's motive is to rob each establishment, a strategy that becomes complicated when they encounter an 8-year-old who teaches them the true meaning of Christmas. 
792	5	Teen queen Lizzie McGuire grows up a bit and hits the big screen in this comedy drama, based on the popular Disney Network series. Lizzie McGuire and her best friends Kate, Gordo, and Ethan have just graduated from middle school, and to celebrate, they're taking part in a class trip to Rome, Italy. Eager to celebrate their new maturity as high school students, Lizzie and her pals hope to live it up in one of Europe's most fabled cities, but fate has something more spectacular in store for Lizzie. Lizzie discovers that she bears a striking resemblance to Isabella, an Italian teen-pop idol famous for her duets with heart-throb Paolo -- so much so that when Paolo and Isabella have a falling out, he asks Lizzie to take Isabella's place for an upcoming concert. Lizzie, however, isn't sure she feels comfortable stepping into the spotlight, and is even less sure about the way she feels about Paolo... 
793	2	French vs. American social customs and behaviors are observed in a story about an American visiting her Frenchman-wed sister in Paris.
794	5	When his daughter is kidnapped and held in exchange for priceless diamonds, the leader of a crew of highly skilled urban thieves (DMX) forges an unlikely alliance with a Taiwanese Intelligence officer (Jet Li) to rescue her. Their race against the clock to find the precious stones ultimately unravels a plot to distribute a deadly new weapon of war. 
795	9	A mysterious killer video tape is circulating around. One look at this tape and you have seven days left to live. News Reporter Cindy Campbell (Faris) witnesses this video tape and tries to work out a way to prevent her death. But this is not the only mystery to appear. Crop circles have been appearing in the local farm of Tom (Sheen) and George (Rex). With help from Aunt Shaneequa (Latifah), Cindy suspects that the aliens may be linked with the killer tape and must now work out both mysteries before it's the end of the world. 
796	7	A happy young couple, Sarah and Tom marry against the wishes of Sarah's friends and family and go to Europe for their Honeymoon. Unfortunately for them, Sarah's parents send Sarah's ex-boyfriend Peter Prentis to break up the happy marriage. 
797	7	Peter Sanderson is a divorced, straight-laced, uptight attorney who still loves his ex-wife and can't figure out what he did wrong to make her leave him. However, Peter's trying to move on, and he's smitten with a brainy, bombshell barrister he's been chatting with online. However, when she comes to his house for their first face-to-face, she isn't refined, isn't Ivy League, and isn't even a lawyer. Instead, it's Charlene, a prison escapee who's proclaiming her innocence and wants Peter to help her clear her name. But Peter wants nothing to do with her, prompting the loud and shocking Charlene to turn Peter's perfectly ordered life upside down, jeopardizing his effort to get back with his wife and woo a billion dollar client. 
798	9	The Angels--Natalie, Dylan, and Alex are back again but this time they're preparing for a strike without even warning as they go undercover to retrieve two missing silver bands. These are no ordinary rings. They contain valuable encrypted information that reveal the new identities of every person in the Federal Witness Protection Program. When witnesses start turning up dead, only the Angels, using their expertise as masters of disguise, espionage and martial arts can stop the perpetrator, a mysterious "fallen" Angel. Aided by their trusty colleague, Jimmy Bosley, the Angels' adventure begins at a remote Mongolian outpost and ends only after Dylan is forced to face a dark secret from her past--a secret that puts the lives of her two best friends in danger. 
799	7	Mild-mannered timid businessman Dave Buznik who works for a pet clothing company out of New York City. He's got an abrasive boss named Mr. Frank Head who frequently takes credit for his work and steps on him in return. He's got a loving girlfriend, Linda, whose best friend is her condescending college ex, Andrew. But when a misunderstanding aboard an airplane goes haywire, Dave is ordered by the court to undergo anger management therapy at the hands of specialist Dr. Buddy Rydell, who is an unpredictable, psychopathic character. As the relationship between Dave and Buddy becomes more tense, when the unorthodox treatment wreaks havoc Dave's life, and Buddy might be the only one who can save him from a problem he recognizes right away in his patient, that could only get worse. 
800	2	Harvey Pekar is file clerk at the local VA hospital. His interactions with his co-workers offer some relief from the monotony, and their discussions encompass everything from music to the decline of American culture to new flavors of jellybeans and life itself. At home, Harvey fills his days with reading, writing and listening to jazz. His apartment is filled with thousands of books and LPs, and he regularly scours Cleveland's thrift stores and garage sales for more, savoring the rare joy of a 25-cent find. It is at one of these junk sales that Harvey meets Robert Crumb, a greeting card artist and music enthusiast. When, years later, Crumb finds international success for his underground comics, the idea that comic books can be a valid art form for adults inspires Harvey to write his own brand of comic book. An admirer of naturalist writers like Theodore Dreiser, Harvey makes his American Splendor a truthful... 
801	2	Alex Bernier (Ledger) is a member of an arcane order of priests known as Carolingians. When the head of the order dies, Alex is sent to Rome to investigate mysterious circumstances surrounding the death. The body bears strange marks on the chest which may or may not be the sign of a Sin Eater (Furmann), a renegade who offers absolution, last rites and therefore a path to heaven outside the jurisdiction of the church. Alex enlists the aid of his old comrade Father Thomas (Addy) and of a troubled artist (Sossamon) upon whom he once performed an exorcism. He soon finds himself plunged into a mystery only to find himself at the heart of it. 
802	5	Katherine Ann Watson has accepted a position teaching art history at the prestigious Wellesley College. Watson is a very modern woman, particularly for the 1950s, and has a passion not only for art but for her students. For the most part, the students all seem to be biding their time, waiting to find the right man to marry. The students are all very bright and Watson feels they are not reaching their potential. Altough a strong bond is formed between teacher and student, Watson's views are incompatible with the dominant culture of the college. 
803	1	The film philosophical approach at redemption. The protagonist Manual Jordan has gotten parole from a life sentence for the murder of Abner Easley, and returns to the city he lived in to try to seek redemption. He ends up living and working at a community house run by a preacher, Miles Evans. The film is equipped with beautiful voice-overs about the meaning of life and different philosophies for getting redeemed. Manual also becomes friends with Adele Easley, his victims sister, in an attempt to make up for what he did. While working at the home he has interactions with Sofia Mellinger, the druggie daughter of a famous singer, struggling with the lack of adult guidance in her life. 
804	6	Mitch, Frank and Beanie are disillusioned with their personal lives begining when Mitch's nymphomanic girlfriend, Heidi, cheats on him, then former party animal Frank gets married, but unwilling to get go of his wild life, and Beanie is a family man seeking to reclaim his wild and crazy youth. Beanie suggests that they form their own fraternity in Mitch's new house on a college campus to re-live their glory days by bringing together a variety of misfit college students, losers, middle-aged and elderly retirees as their new friends and later try to avoid being evicted by the new Dean of Students, Pritchard, whom still holds a personal grudge against all three of them. 
805	5	Stranded on a lonely road, a schoolbus full of high school basketball players, their coaches, and cheerleaders must defend themselves from the Creeper - a flesh-eating ancient beast that resurfaces on the earth every 23 years to feed. Meanwhile, a farmer and his son set out on a personal mission to hunt the Creeper down. 
806	3	Eva Dandridge is a very uptight young woman who constantly meddles in the affairs of her sisters and their husbands. Her in-laws, who are tired of Eva interfering in their lives, decide to set her up with someone so she can leave them alone. They end up paying Ray, the local "playboy," $5,000 to date her. The plan goes by smoothly, but troubles comes when Ray actually falls in love with Eva. 
807	5	In this case, a group of archaeologists and combat experts led by Paul Walker and Frances O'Connor use a "3-D fax machine" (so much for technobabble!) to time-travel back to France in 1357, in hopes of retrieving Walker's father and returning safely to the present. No such luck! Fending for themselves against marauding hordes of medieval French warriors at war with the invading British, these semi-intrepid travelers find their body count rising, and the deadline for their return home is rapidly approaching. 
808	6	When a Chinese rebel murders Chon's estranged father and escapes to England, Chon and Roy make their way to London with revenge on their minds. Chon's sister, Lin, has the same idea, and uncovers a worldwide conspiracy to murder the royal family but almost no one will believe her. 
809	2	Gigli, a lowly and inept hitman, is assigned a job by the mob to kidnap a mentally retarded brother of a California district attorney. Gigli abducts the brother from his mental hospital and holds him hostage in his apartment. Ricki, a "lesbian assassin", is sent to oversee Gigli's job and make sure he doesn't screw it up. Comedic high jinks ensue as the two go on the lam and start to fall in love. 
810	1	In a small Southern American town, Paul, who is known for having sexual relations with every girl in town, falls in love with his best friend's younger sister who is a virgin. Paul must try to prove to everyone that this time he is in love rather than in lust. 
811	6	The Earth's core has stopped spinning. Disasters are appearing all over the world: Birds acting crazy, powerful thunderstorms, 32 people die within seconds of each other when their pacemakers quit working. Dr. Josh Keyes and his crew of five (total members: 6) go down to the center of the Earth to set off a nuclear device to make the Earth's core start spinning again or Mankind will perish. 
812	3	Chris Flynn is driving his car for a job interview in another city. However, an accident with a trunk transporting chemical products blocks the highway and Chris looks for an alternative route through the mountains of West Virginia to accomplish his schedule. Due to a lack of attention, he crashes another car parked in the middle of the road with flat tires. Chris meets a group of five friends, who intended to camp in the forest, and they decide to leave the couple Francine and Evan on the place, while Chris, Jessie, Carly and her fiancé Scott tries to find some help. They find a weird cabin in the middle of nowhere, where three violent cannibalistic mountain men with the appearance of monsters live. The two couples try to escape from the mountain men while chased by them. 
813	3	When he wakes up the morning after his bachelor party in bed with a strange woman, a man presumes he must have cheated on his fiancée. Guilt leads him to try to cover it up in the week before the wedding, high jinks ensue. 
814	2	Beyond Borders is an epic tale of the turbulent romance between two star-crossed lovers set against the backdrop of the world's most dangerous hot spots. Academy Award winner Angelina Jolie stars as Sarah Jordan, an American living in London in 1984. She is married to Henry Bauford son of a wealthy British industrialist, when she encounters Nick Callahan a renegade doctor, whose impassioned plea for help to support his relief efforts in war-torn Africa moves her deeply. As a result, Sarah embarks upon a journey of discovery that leads to danger, heartbreak and romance in the far corners of the world. 
815	1	Green Card Fever is the story of a young man in the United States who overstays his visa in the pursuit of a "Green Card". He naively muddles through an underworld of illegal immigrants, immigration lawyers and the INS, and the love of an American girl of Indian origin. 
816	5	In an era when the country's first line of defense, intelligence, is more important than ever, this story opens the CIA's infamous closed doors and gives an insider's view into the Agency: how trainees are recruited, how they are prepared for the spy game, and what they learn to survive. James Clayton might not have the attitude of a typical recruit, but he is one of the smartest graduating seniors in the country - and he's just the person that Walter Burke wants in the Agency. James regards the CIA's mission as an intriguing alternative to an ordinary life, but before he becomes an Ops Officer, James has to survive the Agency's secret training ground, where green recruits are molded into seasoned veterans. As Burke teaches him the ropes and the rules of the game, James quickly rises through the ranks and falls for Layla, one of his fellow recruits. But just when James starts to question his role and his cat-and-mouse relationship with his mentor... 
817	9	Several months had passed since The X-Men defeated Magneto and imprisoned him in a plastic chamber. One day, a mutant going by the name of "Nightcrawler" infiltrates The White House and attempts to assassinate The President. Meanwhile, Logan is trying to discover his past, and wonder why he became a mutant. However, the friction between the humans and mutants is grinding much harder. As a scientist named William Stryker is assigned to discover about Professor X's secret school and his chamber called "Cerebro". Meanwhile, Magneto's partner, Mystique, is planning to break her leader out of prison. Then, Professor X's school is attacked by Stryker's forces. Logan, Rougue, Iceman and others escaped. The rest of The X-Men meet in Boston along with Magneto, who escaped from prison. They must work together to stop Stryker and rescue Professor X. 
818	3	Dr. David Gale, an advocate of eliminating the death penalty, is falsely accused of rape and murder. Once convicted, he ends up on death row in Texas himself, telling his story to a reporter through a series of flashbacks. 
819	4	Eddie, an indomitable Hong Kong cop, is transformed into an immortal warrior with superhuman powers after a fatal accident involving a mysterious medallion. Eddie enlists the help of British Interpol agent Nicole to determine the secret of the medallion and face down the evil Snakehead who wants to use its magical powers for his own nefarious plans. 
820	8	Fate deals young orphan Matt Murdock a strange hand when he is doused with hazardous waste. The accident leaves Matt blind but also gives him a heightened "radar sense" that allows him to "see" far better than any man. Years later Murdock has grown into a man and becomes a respected criminal attorney. But after he's done his "day job" Matt takes on a secret identity as "The Man Without Fear," Daredevil, the masked avenger that patrols the neighborhood of Hell's Kitchen and New York City to combat the injustice that he cannot tackle in the courtroom. 
821	4	Daphne, a seventeen-year-old girl from New York goes to England in search of her father, who does not know he had a child with an American girlfriend he met while working in Morocco, and whose aristocratic family did not approve of the woman. 
822	9	Bruce Banner, a brilliant scientist with a cloudy past about his family, is involved in an accident in his laboratory causing him to become exposed to gamma radiation and Nanomeds (A tiny life-form that is supposed to heal wounds but has killed everything with which they have made contact). Confused and curious about his survival, Banner discovers that since the accident, whenever he becomes angry he transforms into a giant green monster destroying everything in sight in an act of fury. Bruce's mysterious past and the answer to why the radiation had this effect becomes revealed to him as his Birth Father David Banner intervenes with hopes to continue experimenting on him. 
823	5	In this sequel to 'Desperado', a Mexican drug lord pretends to overthrow the Mexican government, and is connected to a corrupt CIA agent who at that time, demands retribution from his worst enemy to carry out the drug lord's uprising against the government. 
824	6	Four childhood friends, Jonesy, Beaver, Pete and Henry all share a special secret. Each year, they take a trip into Maine woods. This year is different. A blizzard occurs, and they recover a man found wondering around. Unbeknownst to them,this wandering individual isn't the only being to be found. Now they must act fast to stop the outbreak developing and to prevent the world from its doom 
825	7	Jungle boy Mowgli (voiced by Osment) decides to forsake civilized village life for the "bare necessities" of the wild with his old friends. However, the evil tiger Shere Khan is looking for a little payback after Mowgli's last adventure. Trouble's a-brewing! 
826	5	In the 1800's there was a woman that little children would take their old teeth (ones they had recently lost) to in exchange for a gold coin. A few years later, tragedy struck her, first a fire in her house which caused her to not be able to go into any type of light, and then she was hanged. There's a story that goes around the town of Darkness Falls about her, and she's called the Tooth Fairy. The story goes that she can't go in the light, and if you wake up and see her, she'll kill you. The usual saying is "Don't Peek." Well, there is a boy named Kyle who gets a warning from his friend Caitlin to not peek. Well, he wakes up on the night when the Tooth Fairy is supposed to come and get his last tooth and sees her. It all leads to more tragedy and the movie jumps to 12 years later. Now grown up, Caitlin calls Kyle because her little brother Michael is going through the same things he did as a boy... 
827	3	Gods and Generals follows the rise and fall of legendary war hero "Stonewall Jackson". The prequel to the 1993 hit Gettysburg.
828	2	After getting threatened by Kelly's friends and family, Constable Fitzpatrick places the blame on Ned Kelly and exaggerates what happened. With the biggest ever award available, Kelly and his gang set into the wild, to remain hidden from everyone who seeks them. Even if it means having his family arrested, the Kelly Gang stay hidden and plan a way to get their names cleared. 
829	4	Earl and Hank have only one thing in common: they're both L.A.P.D. rejects. One just got kicked out, the other can't even get in. After confronting each other on opposite sides of the law during a traffic stop that escalates out of control, these two luckless individuals end up partnered as lowly security guards. Despite being damned to the lowest rung of the law enforcement ladder, Earl and Hank uncover a sophisticated smuggling operation led by Nash and his band of thugs. When Earl and Hank get their hands on some hot property, they go on the run from, first the bad guys, then the L.A.P.D.--led by Lt. Washington and Detective McDuff. What these two unlikely partners do to law enforcement is a crime, but they just might save the day. That is, if they don't kill each other first. 
830	3	When a young man agrees to housesit for his boss, he thinks it'll be the perfect opportunity to get close to the woman he desperately has a crush on - his boss's daughter. But he doesn't plan on the long line of other houseguests that try to keep him from his mission. And he also has to deal with the daughter's older brother, who's on the run from local drug dealers. 
831	4	In the green woods of Silver Falls, Oregon, Aaron Hallam, a trained assassin AWOL from the Special Forces, keeps his own brand of wildlife vigil. After Hallam brutally slew four deer hunters in the area, FBI Special Agent Abby Durrell turns to L.T. Bonham-- the one man who may be able to stop him. At first L.T. resists the mission. Snug in retirement, he's closed off to his past, the years he spent in the Special Forces training soldiers to become skilled murderers. But when he realizes that these recent slaying is the work of a man he trained, he feels obligated to stop him. Accepting the assignment under the condition that he works alone, L.T. enters the woods, unarmed--plagued by memories of his best student and riddled with guilt for not responding to Aaron's tortured letters to him as he began to slip over the edge of sanity. Furious as he is with his former mentor for ignoring his pleas for help... 
832	2	While delivering an award to her humanitarian father Ben Feld, the stylish wealthy Jewish Caucasian Marci Feld is surprised by the attack of the conservative senator Mary Ellen Spinkle to her father in the media. The motive is the lyrics of the rap "Shoot Ya' Teacha " sing by Dr. S and released by the hip-hop record label Felony Assault that belongs to Ben. He has a heart attack, and his daughter decides to assume the problem and negotiate a public excuse of Dr. S in the MTV Award. However, the bad boy sings a polemic song on television to humiliate Merci that gives senator Sprinkle the chance to promote the "Buttgate". 
833	8	The lead character, called 'The Bride,' was a member of the Deadly Viper Assassination Squad, lead by her lover 'Bill.' Upon realizing she was pregnant with Bill's child, 'The Bride' decided to escape her life as a killer. She fled to Texas, met a young man, and on the day of their wedding was gunned down by an angry and jealous Bill (with the assistance of the Deadly Viper Assassination Squad). Four years later, 'The Bride' wakes from a coma, and discovers her baby is gone. She, then, decides to seek revenge upon the five people who destroyed her life and killed her baby. The saga of Kill Bill Volume I begins. 
834	9	A clown fish named Marlin living in the Great Barrier Reef loses his son, Nemo, after he ventures into the open sea, despite his father's constant warnings about many of the ocean's dangers. Nemo is abducted by a boat and netted up and sent to a dentist's office in Sydney. So, while Marlin ventures off to try to retrieve Nemo, Marlin meets a fish named Dory, a blue tang suffering from short-term memory loss. The companions travel a great distance, encountering various dangerous sea creatures such as sharks, anglerfish and jellyfish, in order to rescue Nemo from the dentist's office, which is situated by Sydney Harbor. While the two are doing this, Nemo and the other sea animals in the dentist's fish tank plot a way to return to Sydney Harbor to live their lives free again. 
835	3	Alex Rose and Nancy Kendricks are a young couple who believe they have found their perfect home to start a family in. There is just one problem. An elderly tenant is staying upstairs and won't move out. Alex and Nancy desperately try everything to convince her to leave, but she refuses to move. Soon, their dream home becomes their home of nightmares. 
836	4	Sean Vetter and Demetrius Hicks are members of the DEA who are fighting an ongoing drug war on the California/Mexico border, they are most successful at it because of their edge of growing up on the street and being thugs converted to cops. The DEA busts one of the major players by the name of "Memo" Lucero and imprison him in the United States but then a major player named Diablo then takes over the business and now he is now the major player targeted by Vetter and his team. But when Vetter's wife is killed in a botched hit organized by Diablo, he seeks revenge against those responsible and in the process has to seek help from the imprisoned Lucero in order to catch Diablo. But in the process, Vetter and Hicks have to fight their way up the chain to get to Diablo but it's easier said than done when all Vetter can focus on is revenge... 
837	4	Tom Hardy, an ex-Army Ranger turned DEA agent, is drawn into an ever-widening mystery surrounding the disappearance of the feared and often hated Sgt. Nathan West, as well as several of his elite Special Forces trainees on what appears, at first, to have been a routine training exercise during a hurricane in the jungles of Panama. Only two survivors are found, Dunbar, and a badly wounded Kendall, the son of a high-profile Joint Chiefs of Staff official. Neither is willing to cooperate with Capt. Julia Osborne's investigation. So base commander Col. Bill Styles calls in ex-Ranger Hardy, an old friend and a persuasive interrogator. Osborne disapproves of Hardy who is on leave from the D.E.A. after having come under suspicion of accepting bribes from local drug traffickers. She is also uneasy when she learns that Hardy once trained under West and hates him almost as passionately as his current recruits... 
838	3	Donna Jensen was raised literally and figuratively on the wrong side of the trailer park in Silver Springs, Nevada. She always believed it was her destiny to get out of Silver Springs. After reading Sally Weston's book, Sally who is arguably the most famous now ex-flight attendant in the world, Donna believes the path to leaving Silver Springs is to become a flight attendant despite never having been on an airplane. After an initial bumpy start to this career, Donna shows a natural flair for the job, so much so that she applies to work for world class Royal Airlines, where Sally Weston mentors. After meeting Donna, Sally believes Donna is destined for flight attendant greatness, namely working first class in the New York-Paris flights. Donna believes in herself as a flight attendant, but has to overcome some obstacles, including flight attendant trainer John Witney, who has some hidden anger issues... 
839	4	Molly Gunn, the freewheeling daughter of a deceased rock legend, is forced to get a job when her manager steals her money. As nanny for precocious Ray, the oft ignored daughter of a music executive she learns what it means to be an adult while teaching Ray how to be a child. 
840	6	A comedy that follows the misadventures of two friends from Brooklyn who are forced to deliver mob money to Australia. While taking pictures of a kangaroo, one of them places his red jacket on it. When the wild kangaroo bounces off, they realize the mob money is in the jacket and are forced to give chase through the Outback. 
841	7	Based off of a one time T.V. show, two Los Angeles S.W.A.T. officers Jim Street and Brian Gamble were sent in to foil an extremely violent bank robbery. Although they thwarted the robbery, they shot a hostage in the process. Street was suspended from S.W.A.T. while Gamble was fired altogether. After 6 months, a veteran S.W.A.T. officer, Daniel Harrelson or "Hondo", is told to assemble a S.W.A.T. team for his division. He chooses other S.W.A.T. officers as well as 3 rookies. However, after they pass the S.W.A.T. training, they receive a message that a French crime boss, known as Alex Montell is trying to escape from prison. This will not be easy to prevent, especially after Montell promises $100 Million to his rescuers. 
842	3	In "House of 1000 Corpses", two young couples take a misguided tour onto the back roads of America in search of a local legend known as Dr. Satan. Lost and stranded, they are set upon by a bizarre family of psychotics. Murder, cannibalism and satanic rituals are just a few of the 1000+ horrors that await. 
843	8	Benjamin Barry is an advertising executive competing with two female co-workers for a major campaign for a diamond merchant. He cuts a deal with his competitors that the account is his if he can make a woman of their choice fall in love with him in 10 days. In comes Andie Anderson who, in turn, is writing a story on how to lose a guy in 10 days as a bet with her boss to be allowed to write more substantial stories. With a hidden agenda in each camp, will either party be able to complete their mission? 
844	4	For 60 years a mysterious monk with no name has zigzagged the globe to protect an ancient scroll - a scroll that holds the key to unlimited power. Now the Monk must look for a new scrollkeeper. Kar is an unlikely candidate, a streetwise young man whose only interest is himself. But when he inadvertently saves the Bulletproof Monk from capture, the two become partners in a scheme to save the world from the scroll's most avid pursuer. Packed with spectacular special effects and martial arts action, the Monk, Kar, and a sexy Russian mob princess called Bad Girl must struggle to find, face, and fight the ultimate enemy. 
845	9	Neo discovers that somehow he is able to use his powers in the real world too and that his mind can be freed from his body, as a result of which he finds himself trapped on a train station between the Matrix and the Real World. Meanwhile, Zion is preparing for the oncoming war with the machines with very little chances of survival. Neo's associates set out to free him from The Merovingian since it's believed that he is the One who will end the war between humans and the machines. What they do not know is that there is a threat from a third party, someone who has plans to destroy both the worlds. 
846	9	6 months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance. Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source. Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target. 
847	4	Following the gruesome murder of a young woman in her neighborhood, a self-determined woman living in New York City--as if to test the limits of her own safety--propels herself into an impossibly risky sexual liaison. Soon she grows increasingly wary about the motives of every man with whom she has contact--and about her own. 
